Provincia,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
BUENOS AIRES,Rivadavia,Fortín Olavarría,,No,Si,,No,No
BUENOS AIRES,Rivadavia,,No,No,,Si,,No
BUENOS AIRES,,Mira Pampa,No,,No,No,,No
,Rivadavia,Roosevelt,,No,No,,Si,
,Rivadavia,San Mauricio,No,No,No,No,No,No
,Rivadavia,Sansinena,,No,Si,,Si,No
BUENOS AIRES,Rivadavia,Sundblad,,No,No,,No,No
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,Rojas,,No,No,,No,No,
BUENOS AIRES,Rojas,Las Carabelas,,No,Si,,Si,Si
,Rojas,Los Indios,,No,No,,No,No
,Rojas,Rafael Obligado,No,No,No,Si,No,
,Rojas,Roberto Cano,,No,No,,No,No
BUENOS AIRES,,Rojas,Si,,Si,Si,,No
BUENOS AIRES,,,No,,,No,,No
BUENOS AIRES,Rojas,,No,No,,No,No,No
BUENOS AIRES,,Villa Parque Cecir,No,,No,No,,
BUENOS AIRES,Roque Pérez,Carlos Beguerie,,No,No,,Si,No
,Fray Mamerto Esquiú,Pomancillo Oeste,,No,No,No,No,No
CATAMARCA,,,No,,,Si,,
BUENOS AIRES,Arrecifes,,Si,Si,,Si,Si,
,Arrecifes,Todd,,No,Si,,Si,No
,Arrecifes,Viña,Si,No,No,Si,No,No
BUENOS AIRES,,,No,,,Si,,
BUENOS AIRES,,Avellaneda,Si,,Si,Si,,Si
BUENOS AIRES,,,No,,Si,Si,,No
BUENOS AIRES,Avellaneda,,Si,No,,Si,Si,No
,Avellaneda,Gerli,No,No,Si,Si,Si,
BUENOS AIRES,Florencio Varela,Villa Brown,,No,Si,,No,
BUENOS AIRES,Florencio Varela,,No,No,,Si,No,No
BUENOS AIRES,,,Si,,,Si,,No
BUENOS AIRES,,,Si,,,Si,,
BUENOS AIRES,,Blaquier,No,,No,Si,,
,Florentino Ameghino,Florentino Ameghino,,No,Si,,Si,No
,Florentino Ameghino,Porvenir,No,No,No,No,No,No
,General Alvarado,Centinela del Mar,No,No,No,No,No,
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,,Si,Si,,Si,Si
BUENOS AIRES,,Mar del Sur,No,,,Si,,No
BUENOS AIRES,General Alvarado,,Si,No,,Si,Si,No
CATAMARCA,Paclín,La Viña,,No,No,,No,No
,Paclín,Las Lajas,,No,No,,No,
CATAMARCA,,Monte Potrero,No,,No,Si,,No
BUENOS AIRES,,,No,,,Si,,No
,Lincoln,Bayauca,No,No,No,Si,Si,No
,Lincoln,Bermúdez,,No,No,,No,
BUENOS AIRES,Lincoln,Carlos Salas,,No,No,,No,No
,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),Si,No,No,,Si,No
BUENOS AIRES,Lincoln,,No,Si,,Si,Si,
BUENOS AIRES,,Las Toscas,Si,,No,No,,No
,Lincoln,Lincoln,,Si,Si,,Si,No
BUENOS AIRES,Lincoln,Pasteur,,No,No,,Si,Si
,Lincoln,Roberts,,Si,Si,,Si,No
,Lincoln,Triunvirato,No,No,No,No,No,
BUENOS AIRES,Lobería,,No,No,,Si,,No
BUENOS AIRES,,Licenciado Matienzo,No,,No,No,,No
BUENOS AIRES,,,Si,,,Si,,
BUENOS AIRES,Lobería,,No,No,,Si,Si,No
,Roque Pérez,Roque Pérez,,Si,Si,,Si,No
BUENOS AIRES,Saavedra,Arroyo Corto,,No,Si,,Si,No
BUENOS AIRES,Saavedra,,No,No,,No,No,
BUENOS AIRES,,Dufaur,No,,No,No,,
,Saavedra,Espartillar,No,No,Si,Si,Si,No
BUENOS AIRES,Saavedra,Goyena,,No,Si,,No,No
BUENOS AIRES,,Las Encadenadas,No,,No,No,,No
BUENOS AIRES,,,No,,,Si,Si,
BUENOS AIRES,Saavedra,,No,No,,Si,Si,No
BUENOS AIRES,,,No,,,No,,Si
BUENOS AIRES,Saladillo,Blaquier,,No,No,,No,
,Saladillo,Cazón,,No,Si,,Si,
BUENOS AIRES,,,No,,,Si,,No
BUENOS AIRES,Saladillo,,No,No,,No,No,No
MISIONES,,,No,,,No,,
MISIONES,Eldorado,,No,No,,Si,No,No
,COMUNA 03,SAN CRISTOBAL,,Si,Si,,Si,Si
CATAMARCA,Tinogasta,Fiambalá,,No,Si,,Si,Si
CATAMARCA,Tinogasta,La Puntilla,,No,No,,No,
,Tinogasta,La Ramadita,No,No,No,No,No,
CATAMARCA,,,No,No,,No,No,No
CATAMARCA,,Medanitos,No,,No,Si,,No
,Tinogasta,Palo Blanco,No,No,No,No,No,
,Tinogasta,Pampa Blanca,,No,No,,No,No
CATAMARCA,Tinogasta,,No,No,,No,No,No
CATAMARCA,,,No,,,No,,No
CATAMARCA,Tinogasta,Tatón,,No,No,,No,
,COMUNA 09,LINIERS,,Si,Si,,Si,Si
,Punilla,Capilla del Monte,Si,No,No,Si,Si,No
,Punilla,Casa Grande,,No,No,,No,No
CORDOBA,,Charbonier,No,,No,No,,No
CORDOBA,Punilla,,Si,No,,Si,Si,
,Punilla,Cuesta Blanca,,No,No,,No,No
,Punilla,Estancia Vieja,No,No,No,Si,No,No
,Punilla,Huerta Grande,No,No,Si,Si,Si,No
CABA,COMUNA 12,COGHLAN,,Si,Si,,Si,
CORDOBA,,Despeñaderos,Si,,Si,Si,,No
CORDOBA,,,No,,,No,No,No
CORDOBA,Santa María,,No,No,,Si,No,
CORDOBA,,,No,,,Si,,No
CORDOBA,Santa María,Falda del Carmen,,No,No,,Si,No
,Santa María,José de la Quintana,,No,No,,No,No
CORDOBA,,,No,,,No,,
CORDOBA,Santa María,,No,No,,Si,No,
,Santa María,La Cumbrecita,,No,No,,Si,No
,Santa María,La Donosa,No,No,No,No,No,No
CABA,COMUNA 15,,Si,Si,,Si,,
CATAMARCA,,Chuchucaruana,No,,No,No,,
CATAMARCA,,,No,,,No,,No
CATAMARCA,Ambato,,No,No,,Si,No,Si
,Ambato,El Rodeo,,No,No,,Si,
CATAMARCA,Ambato,Huaycama,,No,No,,No,No
CATAMARCA,Ambato,,No,No,,Si,Si,Si
CATAMARCA,,Las Chacritas,No,,No,No,,Si
CATAMARCA,,Las Juntas,No,,No,Si,,No
CATAMARCA,,,No,,,No,,
,Ambato,Los Talas,No,No,No,No,No,No
,Saladas,Saladas,,No,No,,Si,Si
CORRIENTES,Saladas,San Lorenzo,,No,Si,,Si,
,San Cosme,Ingenio Primer Correntino,No,No,No,,No,
CORRIENTES,San Cosme,,No,No,,Si,Si,Si
CORRIENTES,,San Cosme,Si,,No,Si,,Si
,San Cosme,Santa Ana,,No,No,,Si,No
CORRIENTES,San Luis del Palmar,San Luis del Palmar,,No,No,,Si,
CORRIENTES,,,No,,,Si,,No
CORRIENTES,,Guaviraví,No,,No,Si,,No
,San Martín,La Cruz,,No,No,,Si,Si
,San Martín,Yapeyú,No,No,No,Si,Si,
,San Miguel,Loreto,No,No,No,Si,Si,Si
CORRIENTES,San Miguel,San Miguel,,No,No,,Si,Si
CORDOBA,,Toledo,Si,,,Si,,
CORDOBA,Santa María,,No,No,,No,No,No
CORDOBA,Santa María,Valle de Anisacate,,No,No,,No,No
,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),,No,No,,Si,No
,Santa María,Villa del Prado,,No,No,,No,
,Santa María,Villa La Bolsa,No,No,No,Si,No,No
CORDOBA,,,Si,,,No,,No
CORDOBA,,Villa Parque Santa Ana,Si,,No,Si,,No
CORDOBA,,,No,,No,No,,No
CORDOBA,Santa María,,No,No,,Si,No,
,Santa María,Yocsina,No,No,No,Si,No,No
CORDOBA,Sobremonte,Caminiaga,,No,Si,,No,No
CORDOBA,Sobremonte,,No,No,,No,No,
CORDOBA,,,No,,,No,,No
,Sobremonte,Pozo Nuevo,No,No,No,Si,No,No
,Sobremonte,San Francisco del Chañar,,No,Si,,Si,Si
CORDOBA,,Almafuerte,Si,,Si,Si,,
CORDOBA,,,No,,,Si,,
CORDOBA,Tercero Arriba,,No,No,,Si,No,Si
CORDOBA,,Dalmacio Vélez,No,,Si,Si,,No
CORDOBA,Tercero Arriba,General Fotheringham,,No,No,,Si,No
,Tercero Arriba,Hernando,,No,Si,Si,Si,
CORDOBA,,,Si,,,Si,,No
CORDOBA,Tercero Arriba,,No,No,,Si,Si,No
CORDOBA,Tercero Arriba,,Si,No,,Si,,
CORDOBA,,Los Zorros,No,,No,Si,,No
,Punilla,La Cumbre,,No,No,,Si,No
,Punilla,La Falda,Si,No,Si,Si,Si,No
,Punilla,Las Jarillas,,No,No,,No,
CORDOBA,Punilla,Los Cocos,,No,No,,Si,
CORDOBA,,,No,,,No,,No
CORDOBA,Punilla,,No,No,,No,Si,No
CORDOBA,Punilla,Quebrada de Luna,,No,No,,No,
,Punilla,San Antonio de Arredondo,,No,Si,,Si,No
CORDOBA,,San Esteban,Si,,No,No,,No
CORDOBA,,,No,,,Si,No,No
,Punilla,San Roque Del Lago,No,No,No,No,No,
CORDOBA,Punilla,Santa María de Punilla,,No,Si,,Si,No
CORDOBA,Punilla,Tala Huasi,,No,No,,No,No
,Punilla,Tanti,,No,No,,No,No
CORDOBA,Río Cuarto,,Si,No,,Si,Si,No
CORDOBA,,,Si,,,Si,,
,Río Cuarto,Las Peñas,Si,No,No,Si,Si,No
CORDOBA,Río Cuarto,Las Vertientes,,No,Si,,Si,No
,Río Cuarto,Malena,,No,No,,Si,No
CORDOBA,Río Cuarto,Monte de los Gauchos,,No,No,,Si,
CORDOBA,,,No,,,Si,,No
CORDOBA,Río Cuarto,,Si,Si,,Si,Si,Si
CORDOBA,Río Cuarto,,Si,,,Si,Si,
CORDOBA,,San Basilio,Si,,Si,Si,,Si
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),,No,No,,Si,No
,Tercero Arriba,Oliva,Si,No,Si,Si,Si,No
CORDOBA,,Pampayasta Norte,No,,No,No,,
CORDOBA,,,No,,,Si,,
CORDOBA,Tercero Arriba,Punta del Agua,,No,No,,No,No
,Tercero Arriba,Río Tercero,,No,Si,,Si,Si
CORDOBA,Tercero Arriba,,Si,No,,Si,Si,
CORDOBA,,,No,,,Si,,
CORDOBA,,Candelaria Sur,No,,No,No,,No
CORDOBA,Totoral,,No,No,,Si,,No
,Totoral,Capilla de Sitón,No,No,No,Si,Si,
CORDOBA,Totoral,La Pampa,,No,No,,No,
CORDOBA,,,No,,,No,,No
CORDOBA,,Las Peñas,Si,,No,Si,,No
CORDOBA,,,No,,,No,,No
CORDOBA,Totoral,,No,No,,No,No,
,Santa María,La Paisanita,,No,No,,Si,No
CORDOBA,Santa María,La Perla,,No,No,,No,No
,Santa María,La Rancherita,,No,No,,No,
,Santa María,La Serranita,No,No,No,Si,Si,
CORDOBA,Santa María,,No,No,,Si,,No
CORDOBA,,Lozada,No,,No,Si,,No
,Santa María,Malagueño,Si,No,Si,Si,Si,No
,Santa María,Mi Valle,,No,No,,No,
CORDOBA,Santa María,,No,No,,Si,No,No
CORDOBA,,,No,,,Si,,No
CORDOBA,Santa María,Potrero de Garay,,No,Si,,Si,No
,Santa María,Rafael García,,No,No,,Si,
,Santa María,San Clemente,No,No,No,Si,Si,No
CORDOBA,Santa María,San Nicolás,,No,No,,Si,No
CORDOBA,,Socavones,No,,No,No,,
CORDOBA,Santa María,,No,,,No,No,No
,Santa María,Tierra Alta,,No,No,,No,No
,Colón,La Clarita,No,No,No,Si,Si,No
,Colón,Pueblo Cazes,No,No,No,No,No,No
ENTRE RIOS,Colón,Pueblo Liebig's,,No,No,,Si,
ENTRE RIOS,,San José,Si,,,Si,,No
ENTRE RIOS,Colón,,Si,No,,Si,Si,No
ENTRE RIOS,,,Si,,,Si,,
ENTRE RIOS,,Benito Legeren,No,,No,Si,,No
,Concordia,Calabacilla,,No,No,,No,No
,Concordia,Clodomiro Ledesma,No,No,No,Si,No,No
ENTRE RIOS,,Colonia Ayuí,No,,No,Si,,No
ENTRE RIOS,,,No,No,,No,No,
ENTRE RIOS,Concordia,Colonia Yeruá,,No,No,,No,No
,Concordia,Concordia,Si,No,Si,,Si,Si
ENTRE RIOS,Concordia,,No,No,,No,No,
ENTRE RIOS,,Estación Yeruá,No,,No,Si,,
ENTRE RIOS,,Estación Yuquerí,No,,No,No,,No
ENTRE RIOS,,,No,,,Si,,No
,Concordia,La Criolla,No,No,No,Si,Si,
,Concordia,Las Tejas,,No,No,,No,No
ENTRE RIOS,Concordia,,No,No,,Si,Si,No
ENTRE RIOS,,Nueva Escocia,No,,No,Si,,No
ENTRE RIOS,Concordia,,No,No,,Si,Si,
ENTRE RIOS,,Pedernal,No,,No,Si,,No
ENTRE RIOS,Concordia,Puerto Yeruá,,No,No,,Si,No
,Concordia,Villa Adela,,No,No,Si,No,No
,Concordia,VILLA ZORRAQUIN,No,No,No,Si,No,
,Diamante,Aldea Brasilera,,No,No,,Si,
ENTRE RIOS,,Aldea Grapschental,No,,No,No,,No
ENTRE RIOS,,,Si,,,Si,,No
ENTRE RIOS,Diamante,Aldea Salto,,No,No,,Si,
,Diamante,Aldea San Francisco,No,No,No,No,No,No
ENTRE RIOS,,,No,,No,No,,No
CORRIENTES,San Roque,,No,No,,Si,Si,No
,San Roque,Chavarría,No,No,No,No,Si,
CORRIENTES,San Roque,Colonia Pando,,No,No,,No,No
,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),,No,No,,Si,Si
,San Roque,San Roque,No,No,No,Si,Si,Si
CORRIENTES,,,No,,,Si,,Si
CORRIENTES,,Gobernador Igr. Valentín Virasoro,Si,,Si,Si,,
,Santo Tomé,José Rafael Gómez,No,No,No,Si,No,No
CORRIENTES,Santo Tomé,Santo Tomé,,No,No,,Si,Si
CORRIENTES,Sauce,Sauce,,No,No,,Si,
,Colón,Arroyo Barú,,No,Si,,Si,No
ENTRE RIOS,Colón,,Si,No,,Si,Si,Si
ENTRE RIOS,,,No,,,No,,Si
ENTRE RIOS,,El Brillante,No,,No,No,,No
ENTRE RIOS,,,Si,,,Si,Si,
,Paraná,Sauce Montrull,No,No,No,No,No,No
ENTRE RIOS,Paraná,Sauce Pinto,,No,No,,Si,No
ENTRE RIOS,,,Si,,,Si,,
ENTRE RIOS,,Sosa,No,,No,No,,No
,Paraná,Tabossi,,No,Si,,Si,No
ENTRE RIOS,Paraná,Tezanos Pintos,,No,No,,Si,No
ENTRE RIOS,,,Si,,,Si,,
ENTRE RIOS,Paraná,,No,No,,Si,Si,
ENTRE RIOS,Paraná,,No,No,,No,,No
ENTRE RIOS,,Villa Urquiza,Si,,No,Si,,No
,San Salvador,General Campos,,No,No,,Si,Si
,San Salvador,San Salvador,Si,No,Si,Si,Si,
ENTRE RIOS,,Altamirano Sur,No,,No,No,,No
ENTRE RIOS,,,Si,,,No,,No
CHUBUT,,Playa Unión,Si,,Si,Si,,
CHUBUT,Rawson,,Si,Si,,Si,,
,Rawson,Trelew,Si,Si,Si,Si,Si,Si
CHUBUT,Río Senguer,Aldea Apeleg,,No,No,,Si,Si
CHUBUT,Río Senguer,Aldea Beleiro,,No,No,,Si,
,Río Senguer,Alto Río Senguer,,Si,No,,Si,Si
CHUBUT,Río Senguer,,No,No,,No,Si,Si
CHUBUT,,,No,,,No,,Si
,Río Senguer,Lago Blanco,,No,No,No,Si,Si
CHUBUT,Río Senguer,Río Mayo,,No,Si,,Si,
CHUBUT,Sarmiento,,No,,,No,Si,Si
ENTRE RIOS,,Estación Arroyo Clé,No,,No,No,,No
ENTRE RIOS,Tala,Gobernador Echagüe,,No,No,,Si,No
,Tala,Gobernador Mansilla,No,No,No,Si,Si,
,Tala,Gobernador Solá,,No,No,,No,No
ENTRE RIOS,Tala,Guardamonte,,No,No,,Si,No
ENTRE RIOS,,,No,,,No,,
ENTRE RIOS,Tala,,No,No,,Si,Si,No
ENTRE RIOS,Tala,Rosario del Tala,,No,Si,,Si,No
,Uruguay,1º de Mayo,No,No,Si,No,Si,No
ENTRE RIOS,Uruguay,Basavilbaso,,No,Si,,Si,No
,Uruguay,Caseros,Si,No,Si,Si,Si,
ENTRE RIOS,Uruguay,,No,No,,Si,Si,No
ENTRE RIOS,,Concepción del Uruguay,Si,,,Si,,No
ENTRE RIOS,,Estancia San Pedro,No,,No,No,,
ENTRE RIOS,,,Si,,,Si,,No
,Sarmiento,Sarmiento,Si,No,Si,Si,Si,Si
,Tehuelches,Frontera de Río Pico,,No,No,,Si,No
CHUBUT,,,No,Si,,Si,Si,
CHUBUT,,José de San Martín,No,,No,Si,,
,Tehuelches,Río Pico,,Si,No,,Si,Si
CHUBUT,Telsen,Gan Gan,,No,No,,Si,Si
CHUBUT,,Telsen,No,,No,Si,,
CORDOBA,Calamuchita,,No,No,,No,Si,
CORDOBA,,,No,,,Si,,No
CORDOBA,,Cañada del Sauce,Si,,No,Si,,No
,Calamuchita,Capilla Vieja,,No,No,,No,
,Calamuchita,El Corcovado - El Torreón,Si,No,No,No,Si,No
CORDOBA,,El Durazno,No,,No,No,,No
CORDOBA,Calamuchita,,No,No,,Si,No,Si
CORDOBA,Calamuchita,,Si,No,,Si,Si,No
ENTRE RIOS,,,No,,,Si,,
ENTRE RIOS,Uruguay,Líbaros,,No,No,,Si,No
,Uruguay,Pronunciamiento,,No,Si,,Si,Si
,Uruguay,Rocamora,No,No,No,No,Si,
ENTRE RIOS,Uruguay,Santa Anita,,No,Si,,Si,
ENTRE RIOS,,Villa Mantero,Si,,Si,Si,,Si
ENTRE RIOS,Uruguay,,No,No,,Si,,No
,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),,No,No,,Si,No
,Victoria,Antelo,No,No,No,No,No,
ENTRE RIOS,,,No,,,No,,No
ENTRE RIOS,Victoria,,No,No,,No,No,No
,Victoria,Molino Doll,,No,No,,No,No
ENTRE RIOS,Victoria,Rincón de Nogoyá,,No,No,,Si,
ENTRE RIOS,Victoria,Victoria,,No,Si,,Si,No
,Villaguay,Estación Raíces,Si,No,No,Si,Si,No
ENTRE RIOS,Villaguay,,No,,,No,Si,
CATAMARCA,,Los Varela,No,,No,Si,,Si
,Ambato,Singuil,No,No,No,Si,No,No
,Ancasti,Ancasti,,No,No,,No,Si
,Ancasti,Anquincila,,No,No,,No,
CATAMARCA,Ancasti,La Candelaria,,No,No,,No,No
CATAMARCA,,,No,,,No,,No
CATAMARCA,Andalgalá,,No,No,,Si,No,Si
CATAMARCA,,,No,No,,No,No,No
CATAMARCA,,Amanao,No,,No,No,,
CATAMARCA,Andalgalá,Andalgalá,,No,Si,,Si,Si
,Andalgalá,Buena Vista,No,No,No,No,No,No
CATAMARCA,,Chaquiago,No,,Si,No,,
CATAMARCA,,,No,,,No,,
CATAMARCA,Andalgalá,El Alamito,,No,No,,No,No
,Andalgalá,El Lindero,,No,No,,Si,No
CATAMARCA,Andalgalá,,No,No,,No,No,
CATAMARCA,,,No,,,No,,
CATAMARCA,,La Mesada,No,,Si,No,,No
CATAMARCA,Antofagasta de la Sierra,,No,No,,Si,Si,Si
,Antofagasta de la Sierra,Antofalla,No,No,No,No,No,No
,Antofagasta de la Sierra,El Peñón,,No,No,,No,
CATAMARCA,,,No,,,No,,No
CATAMARCA,,Barranca Larga,No,,No,No,,No
CATAMARCA,,Belén,No,,No,Si,,
CATAMARCA,Belén,,No,No,,No,No,No
,Belén,Corral Quemado,,No,No,,No,No
CATAMARCA,Belén,El Durazno,,No,No,,No,Si
,Belén,Farallón Negro,,No,No,,Si,
,Belén,Hualfín,No,No,No,Si,No,
CATAMARCA,,,No,,,No,,No
CATAMARCA,,La Puntilla,No,,No,No,,No
,Belén,Las Juntas,No,No,No,No,No,
CATAMARCA,Belén,Londres,,No,No,,Si,Si
CATAMARCA,Belén,,No,No,,Si,No,No
CATAMARCA,,,No,,,No,,No
CATAMARCA,Belén,Puerta de San José,,No,No,,No,
,Belén,Villa Vil,No,No,No,No,No,No
,Capayán,Adolfo E. Carranza,No,No,No,No,No,No
,Capayán,Balde de la Punta,,No,No,,No,No
CATAMARCA,,Capayán,No,,No,Si,,Si
CATAMARCA,,,Si,,,Si,,
CATAMARCA,Capayán,Colonia del Valle,,No,No,,Si,Si
,Capayán,Colonia Nueva Coneta,No,No,Si,Si,Si,Si
,Capayán,Concepción,,No,No,,No,No
,Capayán,Coneta,No,No,Si,No,Si,
CATAMARCA,,,No,,,No,,No
CATAMARCA,,Huillapima,No,,Si,Si,,Si
CATAMARCA,,Los Angeles,No,,,No,,
CATAMARCA,Capayán,,No,No,,No,No,No
,Capayán,Los Angeles Sur,No,No,No,No,No,No
CATAMARCA,Capayán,Miraflores,,No,Si,,Si,Si
CATAMARCA,Capayán,,No,No,,Si,No,
CATAMARCA,,,No,,,No,,
,Capayán,San Pedro,No,No,No,No,No,No
,Capital,Barrio Bancario,,No,No,,No,No
CATAMARCA,,El Pantanillo,Si,,Si,Si,,Si
CATAMARCA,,,Si,,,Si,,
CATAMARCA,El Alto,,No,No,,Si,No,Si
CATAMARCA,,Guayamba,No,,No,No,,No
CATAMARCA,El Alto,Infanzón,,No,No,,No,
,El Alto,Los Corrales,No,No,No,,No,
CATAMARCA,,,No,,,No,,Si
CATAMARCA,Fray Mamerto Esquiú,,No,No,,Si,No,No
CATAMARCA,,,No,,,Si,,
CATAMARCA,,Casa de Piedra,No,,No,No,,
,La Paz,El Aybal,,No,No,,No,No
,La Paz,El Bañado,No,No,No,No,No,No
,La Paz,El Divisadero,No,No,No,,No,
CATAMARCA,La Paz,El Quimilo,,No,No,,No,
CATAMARCA,,Esquiú,No,,No,Si,,No
CATAMARCA,La Paz,,No,No,,Si,Si,Si
CATAMARCA,La Paz,La Dorada,,No,No,,No,No
,La Paz,La Guardia,,No,No,,No,
CATAMARCA,,Las Esquinas,No,,No,No,,No
CATAMARCA,,,No,,,No,,No
,La Paz,Quirós,No,No,No,Si,Si,No
,La Paz,Ramblones,,No,No,,No,
CATAMARCA,La Paz,Recreo,,No,Si,,Si,Si
,La Paz,San Antonio,No,No,No,Si,Si,No
CATAMARCA,Paclín,,No,No,,No,No,
CATAMARCA,,,No,,,No,,No
,Paclín,La Bajada,,No,No,,No,No
CATAMARCA,Paclín,La Higuera,,No,No,,No,No
CATAMARCA,Paclín,La Merced,,No,No,,Si,Si
,Villaguay,Jubileo,No,No,Si,Si,Si,
ENTRE RIOS,Villaguay,,No,,,Si,No,No
ENTRE RIOS,,Paso de la Laguna,No,,No,No,,No
ENTRE RIOS,,,Si,,,Si,,
ENTRE RIOS,Villaguay,,No,No,,Si,Si,No
,Villaguay,Villaguay,,No,Si,,Si,No
FORMOSA,Bermejo,Fortín Soledad,,No,No,,No,No
FORMOSA,Bermejo,,No,No,,No,No,No
FORMOSA,,,No,,No,No,,
,Bermejo,Laguna Yema,No,No,No,Si,Si,Si
FORMOSA,Bermejo,Lamadrid,,No,No,,No,No
FORMOSA,,Los Chiriguanos,No,,No,Si,,
FORMOSA,Bermejo,,No,No,,No,,
FORMOSA,Bermejo,,No,No,,Si,No,No
FORMOSA,,,No,,,No,,No
FORMOSA,Formosa,Colonia Pastoril,,No,No,,No,
,Tinogasta,Tinogasta,,No,Si,,Si,
CATAMARCA,,El Bañado,No,,No,No,,No
CATAMARCA,Valle Viejo,,No,No,,No,No,Si
CATAMARCA,,Huaycama,No,,No,No,,
CATAMARCA,Valle Viejo,,No,No,,Si,No,
,Valle Viejo,Polcos,No,No,Si,No,No,No
,Valle Viejo,Pozo Del Mistol,,No,Si,,No,No
CATAMARCA,Valle Viejo,San Isidro,,No,Si,,No,
,Valle Viejo,Santa Cruz,,No,No,,No,
CATAMARCA,Valle Viejo,,No,No,,Si,No,No
CATAMARCA,,,No,,,No,,No
,Valle Viejo,Villa Dolores,No,No,Si,,No,
CHACO,12 de Octubre,Gancedo,,No,Si,,Si,Si
CHACO,,,No,No,,Si,No,No
CHACO,,General Pinedo,Si,,Si,Si,,Si
CHACO,12 de Octubre,Mesón de Fierro,,No,No,,No,
,12 de Octubre,Pampa Landriel,No,No,No,Si,No,No
,1º de Mayo,Barrio de los Pescadores,,No,No,,No,No
LA PAMPA,Capital,Santa Rosa,,Si,Si,,Si,Si
LA PAMPA,,,No,,,Si,,Si
LA PAMPA,Catriló,,No,No,,No,No,
LA PAMPA,Catriló,Lonquimay,,No,Si,,Si,Si
,Catriló,Uriburu,No,No,Si,Si,Si,Si
,Chalileo,Santa Isabel,No,Si,No,No,Si,
,Chapaleufú,Bernardo Larroude,,Si,Si,,Si,Si
LA PAMPA,,Ceballos,No,,Si,No,,Si
LA PAMPA,,,No,,,Si,,Si
MISIONES,Eldorado,,No,No,,Si,No,No
MISIONES,,,No,,No,No,,
MISIONES,Eldorado,Villa Roulet,,No,No,,No,No
,Chapaleufú,Intendente Alvear,Si,Si,Si,Si,Si,Si
LA PAMPA,,,No,,,No,,
LA PAMPA,Chapaleufú,,No,No,,Si,Si,No
,Chical Co,Algarrobo del Águila,,No,No,,Si,No
,Chical Co,La Humada,No,No,No,No,Si,Si
LA PAMPA,,,No,,,No,,
LA PAMPA,,Eduardo Castex,Si,,Si,Si,,
LA PAMPA,,Mauricio Mayer,No,,No,No,,Si
LA PAMPA,Conhelo,,No,No,,No,Si,Si
,Conhelo,Rucanelo,,No,Si,,No,
LA PAMPA,Conhelo,Winifreda,,Si,Si,,Si,
LA PAMPA,Curacó,,No,No,,No,No,Si
LA PAMPA,,,No,,,Si,,Si
LA PAMPA,Guatraché,,No,No,,Si,Si,
CATAMARCA,,Palo Labrado,No,,No,No,,
CATAMARCA,Paclín,San Antonio,,No,No,,No,Si
,Paclín,Villa de Balcozna,No,No,No,,No,No
,Pomán,Apoyaco,No,No,No,No,No,
,Pomán,Colana,,No,No,,No,No
CATAMARCA,,Colpes,No,,No,No,,No
CATAMARCA,,,No,,,No,,No
,Pomán,Joyango,,No,No,,No,No
,Pomán,Mutquin,No,No,No,No,No,
CATAMARCA,,Pomán,No,,,Si,,Si
CATAMARCA,Pomán,,No,No,,Si,Si,No
,Pomán,San Miguel,No,No,No,No,No,No
CATAMARCA,Pomán,Saujil,,No,No,,Si,
,Pomán,Siján,,No,No,,Si,Si
,Santa María,Andalhualá,No,No,No,No,No,No
CATAMARCA,,,No,,,No,,
CATAMARCA,,Chañar Punco,No,,No,Si,,No
,Santa María,El Cajón,No,No,No,No,No,No
CATAMARCA,Santa María,El Cerrito,,No,No,,No,No
,Santa María,El Desmonte,,No,No,,No,No
CATAMARCA,Santa María,El Puesto,,No,No,,No,No
CATAMARCA,,,No,,,No,,
CATAMARCA,Santa María,,No,No,,No,No,
CATAMARCA,Santa María,,No,,,No,No,No
CATAMARCA,,La Loma,No,,No,No,,Si
CATAMARCA,Santa María,La Puntilla,,No,No,,No,
,Río Cuarto,Suco,No,No,No,Si,Si,No
CORDOBA,,Tosquitas,No,,No,Si,,No
CORDOBA,,,Si,,,Si,,Si
CORDOBA,Río Cuarto,Villa El Chacay,,No,No,,Si,No
,Río Cuarto,Villa Santa Eugenia,,No,No,,No,
CORDOBA,Río Cuarto,,No,No,,Si,Si,No
CORDOBA,,,No,,,No,,No
CORDOBA,,Cañada de Machado,No,,No,No,,
CORDOBA,Río Primero,,No,No,,Si,,No
,Río Primero,Chalacea,No,No,No,No,Si,No
CORDOBA,Río Primero,Colonia Las Cuatro Esquinas,,No,No,,Si,No
CORDOBA,,,No,,,Si,,No
CORDOBA,,El Alcalde (Est. Tala Norte),No,,No,No,,
CORDOBA,,El Crispín,No,,No,No,,No
CORDOBA,Río Primero,,No,No,,Si,Si,Si
,Río Primero,Kilómetro 658,No,No,No,,Si,No
CORDOBA,Río Primero,La Para,,No,Si,,Si,
,Río Primero,La Posta,,No,No,,Si,No
,General Alvarado,Miramar,Si,Si,Si,Si,Si,Si
BUENOS AIRES,,,No,,,Si,,
