Provincia,Partido,Localidad,ADSL,DIALUP,FIBRAOPTICA,4G,TELEFONIAFIJA,SATELITAL
SAN LUIS,Coronel Pringles,,Si,No,,Si,No,No
,Coronel Pringles,La Totora,No,No,No,Si,No,
SAN LUIS,Coronel Pringles,Las Barranquitas,,No,No,,No,
SAN LUIS,Coronel Pringles,,No,No,,No,No,No
SAN LUIS,,,No,,,No,,No
,Coronel Pringles,Marmol Verde,No,No,No,No,No,No
,Coronel Pringles,Pampa Del Tamboreo,,No,No,,No,
SAN LUIS,,Paso Del Rey,No,,No,No,,No
SAN LUIS,,,No,,,No,,No
SAN LUIS,Coronel Pringles,,No,No,,No,No,
SAN LUIS,,Saladillo,No,,Si,Si,,No
SAN LUIS,Coronel Pringles,Valle De Pancanta,,No,No,,No,No
,General Pedernera,5Ta Brigada,,No,No,,No,No
SAN LUIS,,,No,,,No,,
SAN LUIS,General Pedernera,,No,No,,No,No,
SAN LUIS,,,No,,,No,,No
SAN LUIS,,Country Club Los Caldenes,No,,No,No,,No
,General Pedernera,Dique Vulpiani,,No,No,,No,No
,General Pedernera,Juan Jorba,No,No,No,Si,Si,
,General Pedernera,Juan Llerena,No,No,No,,Si,No
SAN LUIS,General Pedernera,Justo Daract,,Si,No,,Si,No
SAN LUIS,,La Angelina,No,,No,No,,
SAN LUIS,General Pedernera,,No,No,,Si,No,No
SAN LUIS,General Pedernera,La Punilla,,No,No,,Si,No
,General Pedernera,La Ribera,,No,No,,No,No
SAN LUIS,,Las Isletas,No,,No,No,,No
SAN LUIS,,,No,,,No,,
,General Pedernera,Liborio Luna,No,No,No,Si,No,No
,General Pedernera,Nación Ranquel,,No,No,,No,No
SAN LUIS,General Pedernera,Rio Quinto,,No,No,,No,
,General Pedernera,San José del Morro,No,No,No,No,No,
SANTA FE,San Lorenzo,,No,No,,Si,Si,No
SANTA FE,,Fray Luis Beltrán,Si,,,Si,,No
,San Lorenzo,Fuentes,,No,Si,,Si,No
SANTA FE,San Lorenzo,Luis Palacios (Est. La Salada),,No,No,,Si,
SANTA FE,San Lorenzo,Puerto General San Martín,,No,Si,,No,Si
,San Lorenzo,Pujato,Si,No,No,Si,Si,No
SANTA FE,,,Si,,,Si,Si,
SANTA FE,,Roldán,Si,,Si,Si,,
SANTA FE,,,Si,,,Si,,No
SANTIAGO DEL ESTERO,Aguirre,,No,No,,No,No,No
,General Obligado,Florencia,,No,No,,Si,
SANTA FE,General Obligado,Guadalupe Norte,,No,No,,Si,No
SANTA FE,General Obligado,,No,No,,No,Si,Si
SANTA FE,,,No,,No,No,,Si
,General Obligado,La Sarita,No,No,No,Si,Si,No
,General Obligado,Lanteri,,No,No,,Si,
SANTA FE,,Las Garzas,Si,,No,Si,,No
SANTA FE,General Obligado,,Si,No,,Si,,Si
SANTA FE,General Obligado,,No,No,,Si,Si,
SANTA FE,,,Si,,,Si,,No
SANTA FE,General Obligado,Paraje San Manuel,,No,No,,Si,Si
,General Obligado,Puerto Reconquista,,No,No,,Si,No
SAN LUIS,,Talita,No,,No,No,,
SAN LUIS,La Capital,,No,No,,No,No,
SAN LUIS,,Alto Pencoso,No,,Si,Si,,No
SAN LUIS,La Capital,,No,No,,Si,,Si
,La Capital,Beazley,No,No,No,No,No,
,La Capital,Boca Del Tigre,,No,No,,No,Si
SAN LUIS,La Capital,Cazador,,No,No,,No,No
,La Capital,Cerro Colorado,,No,No,,No,No
SAN LUIS,La Capital,,No,No,,No,No,No
SAN LUIS,,,No,,,Si,,
,La Capital,CRUZ DE PIEDRA,No,No,No,,No,No
SAN LUIS,La Capital,Daniel Donovan,,No,No,,No,No
SAN LUIS,,,No,,,No,No,
SAN LUIS,,El Charabon,No,,No,No,,No
SAN LUIS,La Capital,El Chorrillo,,No,No,,No,No
,La Capital,El Volcán,No,No,No,No,Si,No
,La Capital,Estancia Grande,,No,No,,No,
SAN LUIS,La Capital,Jarilla,,No,No,,No,
SAN LUIS,,,No,,,No,,No
SAN LUIS,La Capital,,Si,Si,,No,Si,No
SAN LUIS,La Capital,La Punta,,No,Si,,No,
,La Capital,Las Barrancas,No,No,No,No,No,Si
,La Capital,Las Chacras,No,No,No,No,No,No
,Orán,San Ramón de la Nueva Orán,,No,Si,,Si,Si
SALTA,,Urundel,No,,Si,Si,,
SALTA,,,No,,,No,,
SALTA,Rivadavia,,No,No,,No,No,No
SALTA,,,Si,,Si,Si,,Si
SALTA,Rivadavia,Hito 1,,No,No,,No,No
,Rivadavia,La Unión,No,No,No,Si,No,
SALTA,,,No,,,Si,,No
SALTA,Rivadavia,,No,No,,Si,No,No
,Rivadavia,Rivadavia,,No,Si,,No,
,Rivadavia,Santa María,No,No,No,No,No,No
SALTA,,,No,,,No,,No
SALTA,,Santa Victoria Este,Si,,Si,Si,,Si
SALTA,,Antilla,No,,Si,Si,,Si
SALTA,Rosario de la Frontera,,No,No,,Si,No,
,Rosario de la Frontera,El Naranjo,,No,Si,Si,No,Si
RIO NEGRO,El Cuy,Naupa Huen,,No,Si,,No,No
RIO NEGRO,El Cuy,,No,No,,No,No,
RIO NEGRO,,,No,,,No,,
RIO NEGRO,General Roca,,Si,Si,,Si,Si,Si
RIO NEGRO,,Bajo San Cayetano,No,,No,Si,,No
RIO NEGRO,General Roca,Barda del Medio,,Si,No,,Si,Si
,General Roca,Barrio Blanco,,No,No,,No,
,General Roca,Barrio Calle Ciega Nº10,No,No,No,No,No,No
,General Roca,Barrio Calle Ciega Nº6,,No,No,,No,No
RIO NEGRO,,Barrio Canale,No,,No,No,,
RIO NEGRO,,,No,,,Si,,No
,General Roca,Barrio Costa Este,,No,No,,No,No
,General Roca,Barrio Costa Linda,No,No,No,No,No,No
RIO NEGRO,,Barrio Costa Oeste,No,,,Si,,
RIO NEGRO,General Roca,,No,No,,No,No,
,General Roca,Barrio El Labrador,No,No,No,No,No,No
RIO NEGRO,General Roca,Barrio El Maruchito,,No,No,,No,No
,General Roca,Barrio El Petróleo,,No,No,,No,
,General Roca,Barrio El Treinta,No,No,No,Si,No,
RIO NEGRO,,,No,,,No,,No
RIO NEGRO,,Barrio Fátima,No,,No,No,,No
,General Roca,Barrio Frontera,No,No,No,No,No,No
RIO NEGRO,General Roca,Barrio Goretti,,No,No,,No,
,9 de Julio,Prahuaniyeu,,No,No,,Si,Si
,9 de Julio,Sierra Colorada,No,No,Si,Si,No,Si
RIO NEGRO,,,No,,,No,,
RIO NEGRO,,Yaminué,No,,No,No,,No
RIO NEGRO,,Bahía Creek,No,,No,No,,No
RIO NEGRO,Adolfo Alsina,,No,No,,Si,Si,No
,Adolfo Alsina,El Juncal,,No,No,No,No,
RIO NEGRO,Adolfo Alsina,Guardia Mitre,,No,No,,Si,
RIO NEGRO,Adolfo Alsina,,No,No,,No,No,No
RIO NEGRO,,,No,,,No,,No
,Adolfo Alsina,Pozo Salado,No,No,No,No,No,
,Adolfo Alsina,San Javier,,No,No,,Si,Si
RIO NEGRO,,Viedma,Si,,Si,Si,,Si
RIO NEGRO,,,No,,,No,,No
RIO NEGRO,Avellaneda,,No,No,,No,No,No
RIO NEGRO,,,No,,Si,Si,,
RIO NEGRO,Avellaneda,Choele Choel,,Si,Si,,Si,Si
,Rosario de la Frontera,El Potrero,No,No,Si,No,No,Si
RIO NEGRO,,,No,,,Si,,
RIO NEGRO,Avellaneda,,No,No,,Si,No,
RIO NEGRO,,,No,,,Si,Si,Si
RIO NEGRO,,Luis Beltrán,No,,Si,Si,,Si
RIO NEGRO,Avellaneda,Pomona,,No,No,,No,
,Bariloche,Arelauquen,No,No,No,Si,No,No
,Bariloche,Barrio El Pilar,,No,No,,No,No
RIO NEGRO,Bariloche,Colonia Suiza,,No,No,,No,No
RIO NEGRO,,,Si,,,Si,,Si
RIO NEGRO,Bariloche,,No,No,,Si,No,
RIO NEGRO,Bariloche,Mallín Ahogado,,No,No,,No,No
,Bariloche,Rio Villegas,No,No,No,No,Si,Si
RIO NEGRO,,Barrio Guerrico,Si,,Si,No,,
RIO NEGRO,General Roca,,No,No,,No,,
,General Roca,Barrio La Barda,No,No,No,No,No,No
,General Roca,Barrio La Costa,,No,No,,No,No
RIO NEGRO,General Roca,Barrio La Costa,,No,No,,No,No
,General Roca,Barrio La Defensa,,No,No,,No,
RIO NEGRO,General Roca,,No,No,,No,No,No
RIO NEGRO,,,No,,,Si,,No
,General Roca,Barrio La Ribera - Barrio APYCAR,No,No,No,,No,
RIO NEGRO,General Roca,Barrio Las Angustias,,No,No,,No,No
,General Roca,Barrio Luisillo,No,No,No,No,No,No
,General Roca,Barrio Mar del Plata,,No,No,,No,No
RIO NEGRO,,Barrio María Elvira,No,,No,Si,,No
RIO NEGRO,General Roca,,No,No,,No,,
RIO NEGRO,General Roca,,No,No,,Si,Si,No
RIO NEGRO,,,No,,,No,,No
RIO NEGRO,General Roca,Barrio Norte (municipio de Cipolletti),,No,No,,No,
,General Roca,Barrio Pinar,,No,No,,No,
RIO NEGRO,,Barrio Pino Azul,No,,No,Si,,No
RIO NEGRO,General Roca,,No,No,,No,No,No
RIO NEGRO,General Roca,Barrio Presidente Perón,,No,No,,No,No
,General Roca,Barrio Puente 83,No,No,No,No,No,
RIO NEGRO,,,No,,,No,No,No
RIO NEGRO,,Barrio Santa Lucia,No,,No,No,,No
RIO NEGRO,,,No,,,No,,
RIO NEGRO,General Roca,,No,No,,Si,No,No
,General Roca,Catriel,,No,Si,,No,Si
RIO NEGRO,General Roca,Cervantes,,No,No,,Si,Si
RIO NEGRO,General Roca,,No,No,,Si,Si,
RIO NEGRO,,,Si,,Si,Si,,
RIO NEGRO,,Cipolletti,Si,,Si,Si,,Si
RIO NEGRO,,,No,,,Si,,Si
,General Roca,Ferri,No,No,No,Si,No,No
,General Roca,General Enrique Godoy,,No,Si,,No,
RIO NEGRO,General Roca,General Fernández Oro,,Si,Si,,Si,Si
,General Roca,General Roca,Si,Si,Si,Si,Si,Si
RIO NEGRO,General Roca,,Si,Si,,Si,Si,
RIO NEGRO,,Ingeniero Otto Krause,No,,,No,,No
,General Roca,Mainqué,,No,No,,No,Si
RIO NEGRO,General Roca,Paso Córdova,,No,No,,No,No
RIO NEGRO,,,No,,,No,,
RIO NEGRO,,Peñas Blancas,No,,No,No,,
,General Roca,Puente Cero,,No,No,,No,No
,General Roca,Sargento Vidal,No,No,No,Si,No,No
,General Roca,Tres Luces,No,No,No,,No,
RIO NEGRO,General Roca,Villa Alberdi,,No,No,,No,No
RIO NEGRO,,Villa del Parque,No,,No,No,,No
RIO NEGRO,General Roca,,No,No,,Si,Si,Si
RIO NEGRO,General Roca,Villa Regina,,Si,Si,,Si,Si
,General Roca,Villa San Isidro,,No,Si,,No,
RIO NEGRO,Ñorquincó,Las Bayas,,No,No,,No,No
,Pichi Mahuida,Colonia Juliá y Echarren,,No,Si,Si,No,Si
RIO NEGRO,Pichi Mahuida,,No,No,,No,No,
RIO NEGRO,,Pichi Mahuida,No,,No,No,,
RIO NEGRO,,Río Colorado,Si,,Si,Si,,Si
RIO NEGRO,,,No,,,No,,Si
,Pilcaniyeu,Cañadón Chileno,No,No,No,No,No,
,Pilcaniyeu,Comallo,,No,Si,,No,
RIO NEGRO,Pilcaniyeu,,Si,Si,,Si,,Si
RIO NEGRO,,Laguna Blanca,No,,No,No,,Si
,Pilcaniyeu,Ñirihuau,No,No,No,No,No,
RIO NEGRO,Pilcaniyeu,Paso Flores,,No,No,,No,Si
RIO NEGRO,,,No,,,No,,Si
RIO NEGRO,Pilcaniyeu,,No,No,,No,No,No
RIO NEGRO,,,No,,,No,,Si
RIO NEGRO,,El Empalme,No,,No,No,,
,San Antonio,Las Grutas,,Si,Si,,Si,Si
,San Antonio,Playas Doradas,No,No,No,No,No,No
SAN JUAN,,Chimbas,Si,,Si,Si,,
SAN JUAN,,,No,,,No,No,No
SAN JUAN,Chimbas,,No,No,,Si,No,No
SAN JUAN,,,No,,No,Si,,No
SAN JUAN,Iglesia,Bella Vista,,No,No,,No,
,Iglesia,Iglesia,No,No,No,No,Si,Si
,Iglesia,Las Flores,No,No,No,Si,Si,Si
,Iglesia,Pismanta,,No,No,,No,Si
SAN JUAN,,Rodeo,No,,No,Si,,No
SAN JUAN,,,No,,,No,,
SAN JUAN,Jáchal,El Fical,,No,No,,No,No
,Jáchal,El Fiscal,No,No,No,No,No,No
SAN JUAN,,El Médano,No,,No,No,,
SAN JUAN,Jáchal,,No,No,,No,No,
,Jáchal,Huaco,,No,No,No,Si,No
SAN JUAN,Jáchal,La Falda,,No,No,,No,No
,Jáchal,Mogna,,No,No,,No,
,Jáchal,Niquivil,No,No,No,Si,Si,
SAN JUAN,,,No,,,No,,No
SAN JUAN,,San Isidro,No,,No,No,,No
,San Antonio,Puerto San Antonio Este,Si,No,Si,No,Si,
RIO NEGRO,San Antonio,Punta Colorada,,No,No,,No,No
RIO NEGRO,San Antonio,Saco Viejo,,No,No,,No,Si
,San Antonio,San Antonio Oeste,,Si,Si,,Si,Si
RIO NEGRO,San Antonio,,Si,Si,,Si,Si,
RIO NEGRO,,,No,,,No,,
RIO NEGRO,,Arroyo Los Berros,No,,No,No,,Si
RIO NEGRO,Valcheta,,No,No,,No,Si,Si
,Valcheta,Nahuel Niyeu,No,No,Si,No,No,
,Valcheta,Sierra Pailemán,,No,No,,Si,
RIO NEGRO,,,No,,,Si,,Si
SALTA,,Apolinario Saravia,No,,Si,Si,,Si
,Anta,Ceibalito,,No,Si,,No,
SALTA,Anta,Centro 25 de Junio,,No,No,,No,No
SALTA,,,No,,,Si,,Si
SALTA,Anta,,No,No,,Si,No,Si
SALTA,,,No,No,,Si,No,No
SALTA,,Atocha,No,,Si,Si,,
SALTA,Capital,El Tipal - La Almudena,,No,No,,No,Si
,Capital,La Ciénaga y Barrio San Rafael,No,No,No,Si,No,No
SALTA,,Las Costas,No,,No,No,,
SALTA,,,Si,,,Si,,
SALTA,,,Si,,,Si,,Si
SALTA,Cerrillos,,No,No,,Si,No,No
,Cerrillos,Barrio Las Tunas,,No,Si,,No,No
SALTA,Cerrillos,Barrio Los Olmos,,No,No,,No,
SALTA,Cerrillos,Barrio Los Pinares,,No,Si,,No,No
,Cerrillos,Cerrillos,Si,No,Si,Si,Si,Si
SALTA,,,No,,,No,No,
SALTA,,Misión Tierras Fiscales,No,,No,No,,No
,Cerrillos,La Merced,No,No,Si,Si,Si,Si
,Cerrillos,San Agustín,,No,No,,Si,Si
SALTA,Cerrillos,,No,No,,Si,No,
SALTA,,,No,,,No,,
SALTA,Chicoana,Barrio La Rotonda,,No,Si,,No,No
,Chicoana,Barrio Santa Teresita,,No,Si,,No,No
,Chicoana,Chicoana,Si,No,Si,Si,Si,
SALTA,Chicoana,El Carril,,No,Si,,Si,Si
SALTA,,Campo Santo,Si,,Si,Si,,Si
SALTA,General Güemes,,No,No,,Si,,No
,General Güemes,El Bordo,,No,Si,,No,No
,General Güemes,General Güemes,Si,No,Si,Si,Si,
,Santa Victoria,Santa Victoria,No,No,Si,,No,Si
SAN JUAN,25 de Mayo,Campo Afuera,,No,No,,No,No
SAN JUAN,,El Encón,No,,No,Si,,No
SAN JUAN,25 de Mayo,,No,No,,No,No,
SAN JUAN,,,No,,,No,,No
SAN JUAN,,Villa Borjas,No,,No,No,,No
,25 de Mayo,Villa Borjas - La Chimbera,,No,No,,Si,
,25 de Mayo,Villa El Tango,No,No,No,No,No,
SAN JUAN,,Villa Santa Rosa,No,,No,Si,,No
SAN JUAN,9 de Julio,,No,No,,Si,Si,Si
SAN JUAN,9 de Julio,Alto de Sierra,,No,No,,No,No
,9 de Julio,Colonia Fiorito,No,No,No,No,No,
SAN JUAN,9 de Julio,,No,No,,Si,No,No
SAN JUAN,,El Rincón,Si,,,Si,,No
SAN JUAN,,La Cañada,No,,No,No,,
SAN JUAN,,,No,,,No,,No
,Albardón,Villa General San Martin,No,No,No,No,No,No
,Albardón,Villa General San Martín - Campo Afuera,,No,No,,No,No
SAN JUAN,,,No,No,,No,Si,
SAN JUAN,,Villa El Salvador,No,,No,Si,,
SAN JUAN,,,No,,,Si,,No
SAN JUAN,,Barreal - Villa Pituil,No,,No,No,,No
,Calingasta,Calingasta,,No,No,,Si,
,Calingasta,Tamberías,No,Si,No,No,Si,No
,Calingasta,Villa Pituil,No,No,No,No,No,No
SAN JUAN,Capital,San Juan,,Si,Si,,Si,Si
SAN JUAN,,,No,,,No,,No
SAN JUAN,Caucete,,No,No,,No,Si,
SAN JUAN,Caucete,Caucete,,No,No,,Si,No
,Caucete,El Rincón,,No,No,,No,No
SAN JUAN,,Las Talas,No,,No,No,,
SAN JUAN,,,No,,,No,,No
,Caucete,Los Medanos,No,No,No,No,No,No
,Caucete,Marayes,,No,No,,No,No
SAN JUAN,Caucete,Pie de Palo,,No,No,,No,
,Caucete,Vallecito,,No,No,,No,
SAN JUAN,Caucete,,No,No,,No,No,No
SALTA,,Rosario de la Frontera,Si,,Si,Si,,Si
,Rosario de la Frontera,San Felipe,,No,No,,No,
SALTA,Rosario de Lerma,Campo Quijano,,No,Si,,Si,Si
,Rosario de Lerma,La Merced del Encón,,No,Si,,No,No
SALTA,Rosario de Lerma,La Silleta,,No,Si,,Si,Si
SALTA,,,Si,,,Si,,
SALTA,San Carlos,,No,No,,Si,No,No
SALTA,San Carlos,,No,No,,Si,Si,Si
SALTA,,El Barrial,No,,No,No,,No
,San Carlos,San Carlos,,No,Si,,Si,
,Santa Victoria,Acoyte,No,No,No,No,No,
SALTA,,Campo La Cruz,No,,No,No,,No
SALTA,,,No,,,No,,No
SALTA,Santa Victoria,Nazareno,,No,Si,,No,
,Santa Victoria,Poscaya,,No,No,,No,No
MISIONES,Iguazú,,Si,No,,Si,Si,Si
MISIONES,,,No,,,Si,,No
MISIONES,,Arroyo del Medio,No,,No,Si,,No
MISIONES,,,No,No,,No,No,
,Leandro N. Alem,Cerro Azul,No,No,Si,Si,Si,Si
MISIONES,Leandro N. Alem,Dos Arroyos,,No,Si,,Si,No
MISIONES,,,No,,,Si,,
MISIONES,,Leandro N. Alem,Si,,Si,Si,,
MISIONES,,,No,,,No,,No
MISIONES,Leandro N. Alem,,No,No,,No,No,No
,Leandro N. Alem,Villa Libertad (Municipio Leandro N. Alem),No,No,No,No,No,
MISIONES,Libertador Grl. San Martín,Capioví,,No,No,,Si,Si
,Libertador Grl. San Martín,Capioviciño,,No,No,,No,No
,Libertador Grl. San Martín,El Alcázar,No,No,No,Si,Si,Si
MISIONES,,,Si,,,Si,,Si
MISIONES,,Mbopicuá,No,,No,No,,
,San Rafael,Goudge,No,No,No,Si,Si,No
MENDOZA,San Rafael,Jaime Prats,,No,No,,Si,No
MENDOZA,San Rafael,,No,No,,No,Si,
MENDOZA,,Las Malvinas,No,,No,No,,
MENDOZA,San Rafael,Los Reyunos,,No,No,,No,No
,San Rafael,Monte Comán,,No,Si,,Si,No
,San Rafael,Pobre Diablo,No,No,No,Si,No,No
,San Rafael,Punta del Agua,,No,Si,,No,
MENDOZA,,Rama Caída,No,,No,Si,,No
MENDOZA,,,No,,,Si,,No
,San Rafael,Salto de Las Rosas,,Si,No,,Si,
,San Rafael,San Rafael,Si,Si,Si,Si,Si,No
MENDOZA,San Rafael,Villa Atuel,,No,No,,Si,No
,San Martín,PALMIRA,,No,Si,,No,No
MENDOZA,San Martín,,No,No,,Si,No,Si
MENDOZA,,Tres Porteñas,No,,Si,Si,,
MENDOZA,,25 de Mayo,No,,No,Si,,No
MENDOZA,,,No,,,Si,,No
,San Rafael,Barrio Echeverria,No,No,No,Si,No,
,San Rafael,Barrio El Nevado,,No,No,,No,
MENDOZA,San Rafael,,No,No,,No,,No
MENDOZA,,Barrio Intendencia,No,,No,Si,,No
,San Rafael,Barrio Las Rosas,No,No,No,No,No,No
MENDOZA,San Rafael,Barrio Primavera,,No,No,,No,
MENDOZA,,,No,,,Si,,No
MENDOZA,San Rafael,,Si,Si,,No,Si,Si
MENDOZA,,,No,,,Si,,
MENDOZA,,El Nihuil,No,,No,No,,No
,San Rafael,El Sosneado,,No,No,,No,No
,San Rafael,El Tropezón,No,No,No,No,No,No
MENDOZA,,La Arboleda,No,,No,Si,,
MENDOZA,,,No,,,Si,No,
MENDOZA,Tupungato,,Si,No,,Si,Si,Si
MENDOZA,,,No,,,No,,No
MISIONES,25 de Mayo,25 de Mayo,,No,No,,Si,Si
,25 de Mayo,Alba Posse,,No,Si,,Si,
,25 de Mayo,Alicia Baja,No,No,No,No,No,No
MISIONES,25 de Mayo,Colonia Alicia,,No,No,,No,No
MISIONES,,Colonia Aurora,No,,No,Si,,
MISIONES,25 de Mayo,,No,,,No,No,No
,25 de Mayo,Santa Rita,,No,Si,,Si,Si
,Apóstoles,Apóstoles,Si,No,Si,Si,Si,Si
MISIONES,,,No,,,Si,,
MISIONES,Apóstoles,,No,No,,No,No,
,Apóstoles,Estación Apóstoles,,No,No,,No,No
MISIONES,Apóstoles,Pindapoy,,No,No,,No,No
MISIONES,Cainguás,Aristóbulo del Valle,,No,Si,,Si,
,Cainguás,Campo Grande,Si,No,Si,Si,Si,Si
MISIONES,Cainguás,,No,No,,No,,No
MISIONES,,Dos de Mayo Núcleo II,No,,No,No,,No
,Cainguás,Dos de Mayo Núcleo III,No,No,No,No,No,No
,Cainguás,Kilómetro 17,,No,No,,No,
,Cainguás,Nucleo I,No,No,No,No,No,No
,Cainguás,Nucleo Ii,,No,No,,No,No
MISIONES,,Pueblo Illia,No,,No,No,,
MISIONES,Cainguás,,No,No,,Si,Si,
MISIONES,Candelaria,,No,No,,No,No,No
MISIONES,,,Si,,,Si,,No
MISIONES,Candelaria,Candelaria,,No,No,,Si,Si
,Candelaria,Cerro Corá,,No,No,,No,
MISIONES,,Loreto,No,,No,No,,No
MISIONES,Candelaria,,No,No,,Si,No,No
MISIONES,Candelaria,Profundidad,,No,No,,No,
,Candelaria,Puerto Santa Ana,No,No,No,No,No,No
SALTA,,,No,No,,No,No,No
MISIONES,,Santa Ana,Si,,No,Si,,No
MISIONES,,,No,,,No,,No
MISIONES,Capital,,Si,No,,Si,Si,
,Capital,Nemesio Parma,,No,No,,No,No
MISIONES,Capital,Posadas,,No,Si,,Si,Si
MISIONES,Capital,,No,No,,Si,No,
MISIONES,,,No,,,No,,No
MISIONES,,Concepción de la Sierra,No,,Si,Si,,Si
MISIONES,,,No,No,,Si,No,No
,Concepción,Santa María,No,No,No,No,No,
MISIONES,Eldorado,9 de Julio,,No,No,,Si,No
MISIONES,Eldorado,9 de Julio Kilómetro 20,,No,No,,No,No
,Eldorado,Colonia Victoria,,No,No,,Si,No
MISIONES,Eldorado,,Si,No,,Si,Si,Si
MISIONES,,,No,,,Si,,
,Libertador Grl. San Martín,Puerto Leoni,No,No,No,Si,No,No
MISIONES,Libertador Grl. San Martín,Puerto Rico,,No,No,,Si,No
MISIONES,Libertador Grl. San Martín,,Si,No,,Si,Si,
MISIONES,,San Alberto,No,,No,No,,
,Libertador Grl. San Martín,San Gotardo,,No,No,,No,No
,Libertador Grl. San Martín,San Miguel,Si,No,No,Si,No,No
,Libertador Grl. San Martín,Villa Akerman,,No,No,,No,
MISIONES,Libertador Grl. San Martín,Villa Urrutia,,No,No,,No,
MISIONES,,,No,,,No,,No
MISIONES,Montecarlo,,No,No,,No,No,No
MISIONES,Montecarlo,Barrio Guatambu,,No,No,,No,
,Montecarlo,Caraguatay,No,No,No,,Si,No
,Montecarlo,Laharrague,No,No,No,No,No,No
,Montecarlo,Montecarlo,,No,Si,,Si,No
MISIONES,,Piray Kilómetro 18,No,,No,Si,,
MISIONES,,,Si,,,Si,,
MISIONES,Montecarlo,,No,No,,No,No,Si
MISIONES,,Villa Parodi,No,,No,No,,No
MISIONES,Oberá,Alberdi,,No,Si,,Si,
,Oberá,Barrio Escuela 461,,No,No,No,No,
MISIONES,,,No,,,Si,,No
MISIONES,Oberá,,No,No,,Si,Si,Si
,Oberá,Campo Viera,,No,Si,,Si,
,Oberá,El Salto,No,No,No,Si,No,No
MISIONES,,,No,,,Si,,No
MISIONES,,Guaraní,Si,,Si,Si,,No
MISIONES,,,No,,,Si,,No
MISIONES,Oberá,,Si,No,,Si,Si,
,Oberá,Panambí,No,No,Si,No,Si,No
MISIONES,Oberá,Panambi Kilómetro 15,,No,No,,No,No
MISIONES,Oberá,,No,No,,Si,No,
MISIONES,,,No,,,Si,,
MISIONES,,,No,,,Si,,No
MISIONES,,Barrio Tungoil,No,,No,No,,No
,San Ignacio,Colonia Polana,,No,No,,No,No
,San Ignacio,Corpus,No,No,No,Si,Si,
,San Ignacio,Domingo Savio,No,No,No,No,No,No
MISIONES,San Ignacio,Gobernador Roca,,No,No,,Si,Si
MISIONES,,Helvecia,No,,,No,,
MISIONES,San Ignacio,,No,No,,Si,No,No
MISIONES,San Ignacio,Jardín América,,No,Si,,Si,No
,San Ignacio,Oasis,,No,No,,No,No
MISIONES,,Roca Chica,No,,No,No,,
MISIONES,,,Si,,,Si,,
,San Ignacio,Santo Pipó,Si,No,No,Si,Si,No
,San Javier,Florentino Ameghino,,No,No,,No,No
MISIONES,San Javier,Itacaruaré,,No,No,,Si,
,San Javier,Mojón Grande,,No,No,,Si,
MISIONES,San Javier,,No,No,,Si,Si,Si
MISIONES,,Cruce Caballero,No,,Si,No,,No
,San Pedro,Paraíso,,No,Si,,No,No
MISIONES,San Pedro,Piñalito Sur,,No,Si,,No,
MISIONES,San Pedro,San Pedro,,No,Si,,Si,No
,San Pedro,Tobuna,No,No,Si,Si,No,No
NEUQUEN,Aluminé,,No,No,,Si,,
NEUQUEN,,Moquehue,No,,No,No,,
NEUQUEN,,,Si,,,Si,,Si
NEUQUEN,Añelo,,No,No,,Si,No,No
,Añelo,Añelo,,No,Si,,Si,
NEUQUEN,Añelo,San Patricio del Chañar,,No,Si,,Si,
NEUQUEN,Catan LilL,,No,Si,,No,Si,Si
NEUQUEN,,Chos Malal,Si,,Si,Si,,Si
,Chos Malal,Tricao Malal,No,No,No,No,Si,No
NEUQUEN,Chos Malal,Villa del Curi Leuvú,,No,No,,No,
NEUQUEN,,Neuquén,Si,,Si,Si,,Si
NEUQUEN,Confluencia,,No,,,Si,No,Si
NEUQUEN,Confluencia,,Si,No,,Si,Si,
NEUQUEN,,,No,,,Si,,Si
NEUQUEN,Confluencia,Villa El Chocón,,Si,No,,Si,No
,Confluencia,Vista Alegre Norte,,No,Si,,Si,No
NEUQUEN,,,Si,,Si,No,,
MENDOZA,Luján de Cuyo,,Si,Si,,Si,Si,
MENDOZA,,,No,,,Si,,No
MENDOZA,Luján de Cuyo,,Si,Si,,No,Si,No
,Luján de Cuyo,Piedras Blancas,,No,No,,No,
MENDOZA,Luján de Cuyo,Potrerillos,,No,Si,,Si,Si
MENDOZA,Luján de Cuyo,Ugarteche,,No,Si,,Si,No
,Luján de Cuyo,Valle Del Sol,No,No,No,No,No,No
MENDOZA,,,No,,,No,No,No
MENDOZA,,VISTALBA,No,,Si,Si,,
,Maipú,Barrancas,No,No,No,Si,Si,No
,Maipú,Barrio Jesús de Nazaret,,No,No,,No,No
MENDOZA,Maipú,,No,No,,Si,No,
MENDOZA,,,No,,,Si,,No
MENDOZA,Maipú,El Pedregal,,No,No,,No,No
,Collón Curá,Piedra del Águila,,Si,No,,Si,Si
,Collón Curá,Santo Tomás,No,No,No,No,Si,
,Confluencia,11 de Octubre,,No,Si,,Si,
NEUQUEN,,Arroyito,No,,No,Si,,No
NEUQUEN,Confluencia,,No,No,,No,,No
,Confluencia,Centenario,,No,Si,,Si,
,Confluencia,Cutral Có,Si,Si,Si,Si,No,Si
NEUQUEN,Confluencia,El Chocón,,No,No,,No,
,Confluencia,Mari Menuco,No,No,No,Si,No,No
NEUQUEN,,,Si,Si,,Si,Si,Si
